layer,node,SIR
2,5292,2.377
2,2004,4.052
3,2004,2.619
2,3578,4.275
3,3578,3.477
2,4828,1.168
3,5969,1.015
2,5357,1.637
3,5357,1.093
2,1423,2.664
3,1423,1.271
2,2867,1.311
3,2867,1.113
2,1225,1.099
3,1225,2.151
2,818,1.324
3,818,1.015
2,1517,3.019
2,4755,1.452
3,4755,2.283
2,5349,2.113
3,5349,1.149
2,4046,1.017
2,823,1.876
3,823,1.05
2,4996,2.832
3,4996,1.175
2,4269,1.096
3,6039,1.023
2,4170,1.573
3,4170,4.703
2,4844,2.266
3,4844,1.73
2,4957,1.014
3,4957,1.022
2,4449,3.75
3,4449,2.561
2,3320,1.009
3,3320,1.016
2,3255,1.227
3,3255,1.059
2,2217,1.325
2,2339,3.818
3,2339,1.87
2,4079,1.748
3,4079,1.56
2,5205,1.739
3,5205,1.036
3,6048,1.022
2,2219,1.072
2,2013,1.72
2,5510,2.235
2,2955,1.773
3,2955,1.049
2,2552,2.677
3,2552,1.93
2,4416,2.18
3,4416,1.052
2,5555,1.624
3,5555,1.05
1,327,1.02
2,327,1.084
3,327,1.04
2,2774,1.092
3,2774,1.156
1,79,1.032
2,79,2.826
3,79,3.042
3,6015,1.026
2,4782,1.925
3,4782,1.417
2,2403,1.126
3,2403,1.134
2,1852,1.2
3,1852,1.633
2,4093,2.17
3,4093,1.021
2,3128,2.399
3,3128,1.038
2,4403,2.586
3,4403,1.204
2,5207,1.978
3,5207,1.389
2,3998,2.18
3,3998,1.103
2,1336,3.563
3,1336,2.389
2,1638,2.791
3,1638,1.058
2,2310,2.574
1,325,1.013
2,325,1.177
3,325,1.158
2,5237,1.125
3,5237,1.113
2,782,7.078
3,782,4.681
1,609,1.016
2,609,1.311
3,609,1.355
2,2491,1.015
3,2491,1.01
3,5981,1.044
2,3520,2.261
3,3520,1.144
3,5813,1.332
2,4071,1.073
3,4071,1.03
2,954,1.068
3,954,1.142
2,4595,1.045
3,4595,1.179
2,3898,1.011
3,3898,1.025
2,4543,2.841
3,4543,1.37
2,5256,2.043
2,3849,4.464
3,3849,6.697
2,3454,1.023
3,3454,1.012
2,3928,2.681
3,3928,1.024
3,6403,1.024
2,4310,1.397
2,1048,2.681
2,1851,1.936
3,6029,1.034
3,6000,1.051
2,3131,1.279
2,3746,1.699
3,3746,1.133
2,4032,1.373
3,4032,1.157
2,2367,1.043
3,2367,1.033
2,3260,2.357
3,3260,1.053
3,6271,1.052
2,4494,1.287
3,4494,1.036
2,5578,2.254
3,5578,1.033
1,603,1.019
2,603,2.984
3,603,1.277
2,3154,3.961
3,3154,4.693
2,3453,1.071
3,3453,1.016
2,2517,1.086
3,2517,1.053
1,316,1.014
2,316,1.015
3,316,1.053
2,5420,2.431
1,422,1.015
2,422,1.018
3,422,1.014
1,305,1.014
2,305,3.398
3,305,1.184
2,1398,1.715
3,1398,1.405
2,1212,3.472
3,1212,1.702
2,1353,2.566
3,1353,1.081
2,2153,2.108
3,2153,1.307
2,700,4.751
3,700,1.43
2,4169,1.969
3,4169,1.413
1,409,1.025
3,409,1.011
2,2603,1.079
3,2603,1.092
3,5624,1.018
2,3521,1.013
2,2585,3.48
3,2585,2.426
3,6160,1.037
1,356,1.014
2,356,1.038
3,356,1.121
2,3498,1.028
1,26,1.026
2,26,2.494
3,26,1.12
2,2830,1.8
3,2830,3.27
2,1507,5.532
3,1507,4.267
2,3871,2.192
3,3871,1.058
2,835,2.28
3,835,1.238
1,650,1.017
2,650,41.885
3,650,1.373
2,1833,2.36
3,1833,1.397
2,2067,2.025
3,2067,1.572
2,2963,1.947
3,2963,1.18
2,1181,5.926
3,1181,3.012
2,4952,1.042
3,4952,1.042
2,4979,1.073
3,4979,1.381
2,1323,2.131
2,1426,1.013
3,1426,1.062
2,3504,2.156
3,3504,1.076
2,4570,1.301
3,4570,1.039
3,5937,1.04
2,1915,3.233
3,1915,2.027
2,2897,3.082
3,2897,1.311
2,4473,1.157
3,4473,1.033
2,2978,2.201
2,2318,1.071
3,2318,1.11
1,376,1.018
2,376,1.874
3,376,1.076
2,3892,1.029
3,3892,1.03
2,2811,1.053
3,2811,1.024
2,2206,3.049
3,2206,1.285
2,3449,2.294
2,1614,2.749
3,1614,1.439
1,15,1.045
2,15,1.365
3,15,1.308
3,5991,1.029
2,2270,2.866
3,2270,1.29
2,1494,3.548
3,1494,2.33
2,2475,2.788
3,2475,5.014
2,2572,3.335
3,2572,2.121
2,5490,1.018
3,5490,1.091
2,3061,2.658
3,3061,1.409
1,188,1.021
2,188,2.274
3,188,1.05
2,4736,1.38
3,4736,1.111
2,3944,1.027
3,3944,1.284
2,2360,1.175
2,959,11.64
3,959,2.273
1,122,1.033
2,898,2.348
3,898,1.31
2,3122,2.298
3,3122,1.631
3,5841,1.08
2,897,2.258
3,897,1.16
2,685,2.142
3,685,1.038
2,1767,2.514
3,1767,1.168
2,5182,1.148
3,5182,1.582
2,4989,1.157
3,4989,1.134
1,467,1.013
2,467,3.351
3,467,5.298
2,2815,1.335
3,2815,1.563
2,5194,2.741
3,5194,2.468
2,4798,2.176
3,4798,1.093
2,1137,11.271
3,1137,21.824
2,1830,5.14
3,1830,3.456
2,2108,3.209
3,2108,1.875
2,1712,5.25
3,1712,3.851
1,499,1.053
2,499,8.387
3,499,9.889
2,2002,1.164
2,1210,3.37
3,1210,1.987
1,395,1.014
2,395,1.011
3,395,1.148
2,3823,2.21
3,3823,1.115
2,5010,2.459
3,5010,4.279
2,5154,2.408
3,5154,1.204
2,3218,2.413
3,3218,1.08
2,2267,3.321
3,2267,3.314
2,3728,1.025
3,3728,1.116
1,149,1.181
2,149,1.138
3,149,1.357
2,688,3.101
3,688,1.917
2,4652,1.957
3,4652,1.415
2,1167,11.933
3,1167,15.027
2,1245,8.28
3,1245,8.967
2,4998,5.748
3,4998,10.728
2,1197,1.339
3,1197,1.153
2,2523,2.298
3,2523,1.11
2,3233,2.266
3,3233,1.214
2,3082,3.359
3,3082,2.115
2,2625,2.226
3,2625,1.514
2,1771,4.429
3,1771,2.508
2,4915,1.879
3,4915,1.12
2,2985,1.029
3,2985,1.04
1,174,1.001
2,174,1.015
3,174,1.028
2,1307,3.478
3,1307,1.439
2,3491,2.855
2,4783,1.872
3,4783,1.019
3,6309,1.008
3,5644,1.05
2,1115,2.621
3,1115,2.597
2,1983,1.898
3,1983,1.029
2,3991,3.456
3,3991,1.381
3,5964,1.02
2,1335,3.955
3,1335,2.922
2,754,2.423
3,754,1.664
2,3827,3.041
2,5381,2.819
3,5381,1.219
2,4235,1.717
3,4235,1.321
1,529,1.017
2,529,1.22
3,529,1.018
2,4084,1.06
3,4084,1.039
3,6252,1.024
2,1665,3.106
3,1665,1.526
2,916,8.214
3,916,12.102
2,4524,1.938
3,6014,1.015
2,2643,1.173
3,2643,1.153
2,4486,1.342
3,4486,1.255
2,2509,1.021
3,2509,1.051
2,3265,2.932
3,3265,1.514
2,4481,1.888
3,4481,2.016
2,3790,1.127
3,3790,1.226
3,6293,1.063
2,832,10.309
3,832,2.326
2,2976,1.074
3,2976,1.111
2,1794,1.869
3,1794,1.019
1,488,1.032
2,488,2.22
3,488,2.705
2,2348,1.645
3,2348,1.127
1,315,1.001
2,5586,1.02
2,1189,1.184
3,5934,1.037
2,5459,1.809
3,5459,1.027
1,342,1.013
2,342,5.462
3,342,9.527
2,5467,1.547
2,1230,7.365
3,1230,1.677
2,4582,2.168
3,4582,1.389
2,919,3.857
3,919,1.853
2,3110,1.039
3,3110,1.011
2,2744,1.029
3,2744,1.057
2,3444,2.32
3,3444,1.076
2,2439,2.07
3,2439,1.059
3,6108,1.069
2,5380,2.774
3,5380,1.091
3,5996,1.029
1,646,1.017
2,646,1.016
3,646,1.049
2,3796,1.171
3,3796,1.343
2,1439,7.942
3,1439,8.588
2,2117,1.455
3,2117,1.14
2,5043,3.034
3,5043,1.622
2,3719,2.522
3,3719,2.134
2,5377,1.022
2,1273,3.335
3,1273,1.479
2,2132,2.465
3,2132,1.213
2,2156,2.498
3,2156,1.487
2,2302,5.476
3,2302,6.023
2,1003,9.974
3,1003,7.128
2,1972,1.227
3,1972,1.151
1,112,1.011
2,112,4.612
3,112,2.245
2,5231,2.12
3,5231,1.166
3,5767,1.368
2,1341,6.619
3,1341,5.93
2,3091,1.017
2,1113,1.438
2,5547,2.099
3,5547,1.087
2,1095,4.36
3,1095,4.173
1,431,1.017
2,431,1.007
2,5478,1.23
3,5478,1.089
2,2323,1.535
3,2323,1.804
2,3803,2.202
3,3803,1.211
2,3337,2.076
3,3337,1.129
2,5470,1.017
1,145,1.015
2,145,3.364
3,145,2.762
2,1506,2.541
3,1506,1.54
2,1366,2.114
3,1366,1.034
1,620,1.022
2,620,1.375
3,620,1.35
2,1873,1.126
2,1564,1.153
3,1564,1.212
2,1474,1.074
3,1474,1.454
2,5196,2.585
3,5196,1.705
3,5897,1.116
2,2919,2.305
3,2919,1.164
2,3783,1.017
3,3783,1.255
2,4477,4.06
2,1026,3.749
3,1026,1.846
2,4866,2.765
3,4866,1.018
3,5979,1.131
2,5109,2.161
3,5109,1.221
2,3621,1.901
3,3621,2.137
2,781,3.265
3,781,1.65
2,4337,3.115
3,4337,1.958
2,1188,3.74
3,1188,1.738
2,5008,1.942
3,5008,1.117
2,5145,3.204
3,5145,1.095
2,4443,2.688
3,4443,1.266
1,279,1.017
2,279,1.018
3,279,1.019
2,3497,1.128
3,6081,1.118
2,985,3.839
3,985,2.252
2,3235,2.591
3,3235,1.077
2,1471,3.346
3,1471,1.658
2,4511,3.291
3,4511,3.015
1,388,1.016
2,388,2.945
3,388,2.027
2,5481,1.757
2,5432,1.02
3,5432,1.131
1,48,1.001
2,48,4.124
3,48,3.013
2,3121,1.016
3,3121,1.02
3,5824,1.042
2,1285,5.501
3,1285,5.932
2,2276,4.872
3,2276,5.938
3,5700,1.234
2,3252,1.019
3,3252,1.066
2,2556,1.018
3,2556,1.043
2,1885,2.873
2,2095,3.871
3,2095,1.249
2,720,3.002
3,720,2.42
2,1447,1.014
3,1447,1.019
3,5856,1.07
2,2873,1.938
3,2873,1.066
2,915,13.117
3,915,23.735
2,3465,1.143
3,3465,1.169
2,1028,3.905
3,1028,1.73
2,3549,1.057
3,3549,1.183
2,2105,1.806
3,2105,1.029
3,6140,1.174
1,649,1.015
2,649,7.199
3,649,3.74
2,5363,2.623
3,5363,1.176
2,1682,1.575
3,1682,1.642
2,2015,1.821
3,2015,4.602
2,4913,1.065
3,4913,1.322
2,4694,1.032
2,857,3.362
3,857,2.188
2,3130,2.138
3,3130,1.343
2,4480,1.228
2,2446,1.366
3,2446,1.02
2,3283,3.671
3,3283,2.998
2,5171,1.048
3,5171,1.109
2,4148,1.214
3,4148,1.73
2,1475,2.053
3,1475,1.091
2,4400,1.013
3,4400,1.1
2,4447,1.02
3,4447,1.073
1,252,1.015
3,252,1.015
2,1407,1.021
3,1407,1.079
1,14,1.061
2,14,1.591
3,14,1.094
2,4472,2.094
3,4472,1.73
2,3186,2.676
3,3186,1.345
3,5606,1.023
2,3408,2.985
3,3408,1.927
2,5040,1.059
3,5040,1.056
2,2720,1.71
2,5149,2.112
3,5149,1.187
2,5368,1.012
3,5368,1.198
3,5748,1.268
2,4125,1.051
3,4125,1.075
2,2075,2.873
3,2075,1.279
2,1344,2.268
2,4069,1.009
3,4069,1.017
2,1818,1.699
3,1818,1.826
2,3317,1.016
3,3317,1.031
2,4967,1.7
3,4967,1.21
2,2957,1.028
3,5919,1.018
2,2042,2.101
3,2042,1.029
2,5005,3.375
3,5005,1.042
2,2898,2.258
3,2898,1.065
2,1619,3.12
3,1619,1.865
2,4232,1.032
3,4232,1.012
2,2690,1.888
3,2690,1.602
2,1078,2.86
3,1078,1.699
2,3560,1.045
2,4900,2.505
3,4900,1.33
2,1087,7.931
3,1087,13.052
2,4808,1.02
1,13,1.171
2,13,4.009
3,13,1.59
2,3123,3.367
3,3123,3.031
2,2356,2.058
3,2356,1.414
1,193,1.016
3,193,1.249
2,764,3.126
3,764,2.717
2,3817,2.576
3,6343,1.015
1,204,1.013
2,204,4.167
3,204,1.749
3,6211,1.022
1,313,1.001
3,313,1.013
2,5513,1.016
2,3936,1.512
3,3936,1.76
2,1365,1.881
3,1365,1.015
2,4632,3.01
3,4632,1.015
2,5488,2.022
3,5488,1.026
2,3277,1.033
3,3277,1.03
1,256,1.054
2,256,3.391
3,256,1.026
2,3757,1.453
3,3757,1.081
2,1716,1.512
3,1716,1.206
2,3926,2.987
3,3926,3.591
3,5961,1.043
1,359,1.014
2,359,1.247
3,359,1.168
2,844,1.389
3,844,1.247
2,732,30.637
3,732,2.188
2,4493,1.336
3,4493,1.822
1,580,1.001
2,3930,2.115
3,3930,1.014
1,216,1.019
2,4639,1.015
2,874,1.322
3,874,1.07
1,257,1.032
2,257,8.406
3,257,9.021
2,3064,2.778
3,3064,1.028
1,412,1.017
2,412,1.22
2,4086,1.042
3,4086,1.046
3,5721,1.124
2,4636,1.069
3,4636,1.108
2,952,1.027
3,6384,1.062
2,1092,1.459
3,1092,1.127
2,1679,1.251
3,1679,1.098
2,5077,2.307
1,363,1.017
2,363,1.033
3,363,1.089
2,2034,1.237
3,2034,1.079
2,5049,1.029
3,5049,1.184
2,4276,2.52
3,4276,1.031
1,639,1.016
2,639,2.48
3,639,4.694
2,5249,1.026
3,5249,1.055
2,1914,3.061
3,1914,2.054
2,1576,2.812
3,1576,3.255
1,453,1.011
2,453,9.474
3,453,17.678
2,3478,1.199
3,3478,1.435
2,4335,2.358
3,4335,2.575
2,4027,3.661
3,4027,1.946
3,5965,1.087
2,3723,1.826
3,3723,1.383
2,4299,2.332
3,4299,1.251
1,298,1.015
2,5484,1.145
3,5484,1.731
2,2710,2.746
1,477,1.015
2,477,6.642
3,477,8.415
2,694,4.271
3,694,3.823
2,3361,2.203
3,3361,1.518
2,1649,3.691
3,1649,2.372
3,5958,1.014
2,5052,3.611
1,474,1.014
2,474,2.454
3,474,1.655
3,5875,1.173
2,4790,1.011
2,1379,2.241
3,1379,1.422
1,219,1.014
2,219,3.547
2,2111,5.701
3,2111,18.055
2,989,3.115
3,989,3.314
2,5201,2.281
3,5201,1.021
2,1617,4.324
3,1617,4.15
2,2995,2.114
3,2995,1.248
2,1677,1.815
3,1677,1.071
2,804,6.273
3,804,5.145
2,4012,1.024
3,4012,1.217
2,3989,2.525
3,3989,2.5
1,195,1.014
2,195,1.082
3,195,1.084
2,2592,2.178
3,2592,1.745
2,2741,2.363
2,2921,4.146
3,2921,5.138
2,1511,1.048
3,1511,1.138
2,5416,2.294
3,5416,1.053
2,1450,2.925
3,1450,1.487
2,5460,1.924
3,5460,1.036
1,612,1.009
2,612,6.535
3,612,6.806
2,2548,2.088
3,2548,1.071
2,3460,2.512
3,3460,1.061
3,5874,1.064
2,5229,2.056
2,4256,1.108
3,4256,1.317
2,3393,1.016
2,1538,1.785
3,1538,1.779
2,2756,2.66
3,2756,1.915
2,2116,2.363
2,2229,1.27
3,2229,1.015
2,1419,1.152
3,1419,1.019
2,4681,2.356
2,1553,1.162
3,1553,1.049
2,4360,3.608
3,4360,4.842
3,5763,1.032
3,5778,1.058
2,2981,2.806
3,2981,1.054
2,5474,1.737
2,1789,2.963
3,1789,1.487
2,2350,1.872
3,2350,1.046
2,4837,1.093
3,4837,1.215
3,6184,1.044
2,5570,2.525
3,5570,1.166
2,3002,3.636
3,3002,2.253
3,6168,1.029
2,4264,2.876
3,5630,1.104
2,5158,1.021
3,5158,1.019
2,4648,1.793
3,6016,1.025
3,6396,1.028
2,4349,1.013
3,4349,1.15
2,1991,2.655
2,777,2.214
3,777,1.005
2,4177,3.845
3,4177,2.298
2,3816,2.327
3,3816,1.041
2,1899,1.217
3,1899,1.182
2,3511,1.015
3,3511,1.052
2,2518,1.182
3,2518,1.019
2,3853,1.054
3,3853,1.084
2,3447,1.817
3,3447,1.143
1,117,1.027
2,117,2.343
3,117,1.241
3,5880,1.102
3,6063,1.101
2,4006,4.869
3,4006,4.989
2,4131,1.973
2,2902,3.688
3,2902,1.723
2,3389,1.291
3,3389,1.872
2,3151,2.17
3,6200,1.054
1,511,1.028
3,511,1.187
2,4836,2.61
2,852,4.174
3,852,2.309
2,4869,2.41
3,5784,1.191
2,5019,4.342
3,5019,3.248
3,6154,1.113
1,411,1.041
2,411,2.093
3,411,1.046
2,2664,2.367
3,2664,1.108
2,5262,2.991
2,3215,1.846
2,1743,1.019
3,1743,1.015
3,5817,1.03
1,251,1.12
2,251,1.294
3,251,1.399
3,6240,1.2
3,6109,1.062
2,1732,5.901
3,1732,4.198
2,1603,3.631
3,1603,2.734
2,2837,1.069
3,2837,1.087
2,5444,1.819
2,1243,3.271
3,1243,1.279
2,3132,1.012
3,3132,1.033
2,5236,1.499
3,5236,1.188
3,5709,1.014
2,3913,1.906
3,3913,1.145
2,5523,2.036
3,5523,1.105
3,5978,1.062
2,4228,1.044
3,4228,1.057
3,5944,1.05
2,1922,3.728
3,1922,3.018
2,3298,3.719
3,3298,2.364
2,1903,2.284
3,1903,1.015
2,1698,2.828
3,1698,2.441
2,1952,3.205
3,1952,2.089
2,2107,1.263
3,2107,1.39
2,5584,1.804
3,5584,1.008
2,2584,3.126
3,2584,1.719
2,4321,1.033
2,3286,2.791
3,3286,1.05
3,6213,1.112
2,749,4.215
3,749,1.877
2,3724,2.342
3,3724,1.016
2,3349,1.259
3,3349,1.285
2,1411,1.163
3,1411,1.087
2,5130,2.269
3,5130,1.255
2,2370,2.953
3,2370,3.012
2,4421,1.021
3,4421,1.138
2,3678,1.494
3,3678,1.308
2,1618,4.038
3,1618,1.372
2,5189,2.01
3,5189,1.041
3,5755,1.327
2,5496,2.277
3,5496,1.031
2,4713,1.059
3,4713,1.314
2,3224,2.011
3,3224,1.458
3,5883,1.083
2,3227,2.136
3,3227,1.013
2,3136,2.014
3,3136,1.313
2,3611,1.135
2,2221,4.214
3,2221,5.078
2,3910,2.656
3,3910,2.453
2,1775,1.983
3,1775,1.933
2,5059,1.01
1,606,1.018
2,606,1.01
3,606,1.015
2,2877,1.094
3,2877,1.069
2,906,3.889
3,906,1.965
2,2230,2.304
2,1304,2.121
3,1304,1.03
2,1386,1.67
3,1386,1.038
2,3990,1.159
3,3990,1.07
2,1945,2.239
1,83,1.045
2,83,5.303
3,83,6.631
2,2047,2.288
3,2047,1.324
3,5900,1.11
2,2502,2.816
3,2502,1.09
2,2577,1.451
3,2577,2.898
2,4751,2.099
3,4751,2.056
2,2803,2.309
3,2803,1.035
2,2052,4.605
2,2821,1.882
2,668,5.184
3,668,2.233
2,4398,1.017
3,4398,1.016
2,1736,3.033
3,1736,2.676
2,1958,2.502
1,239,1.026
2,239,1.081
3,239,1.047
2,2629,1.157
3,2629,1.162
2,760,3.49
3,760,1.223
2,3537,6.103
3,3537,9.667
1,589,1.015
2,589,1.996
3,589,1.254
2,2989,1.05
3,2989,1.198
3,6089,1.017
2,5142,1.927
3,5142,1.108
2,3601,1.023
3,3601,1.056
2,4864,3.259
3,4864,2.523
2,2512,1.076
3,2512,1.155
2,1097,2.408
3,1097,1.713
2,2381,2.502
3,2381,6.415
2,802,1.904
3,802,1.485
2,4227,1.242
3,4227,1.029
2,4897,1.309
2,2372,1.034
3,2372,1.16
2,5159,1.377
3,5159,1.191
2,4676,1.016
3,4676,1.137
2,1961,1.432
3,1961,1.018
1,140,1.197
2,140,3.901
3,140,2.94
2,1342,1.229
3,1342,1.069
2,3014,1.73
2,5279,1.911
3,5279,1.011
2,791,1.955
3,791,1.935
3,5922,1.138
2,1968,3.361
3,1968,2.93
2,2420,1.06
3,2420,1.218
2,1780,1.266
3,1780,1.033
2,2573,5.628
3,2573,13.875
2,4068,1.679
3,4068,1.035
2,1142,4.098
3,1142,7.951
2,5078,2.061
3,5078,1.182
1,118,1.015
2,118,1.313
3,118,1.521
1,454,1.025
2,454,1.773
3,454,1.124
2,3284,1.122
3,3284,1.066
2,5551,1.642
2,3627,1.985
3,3627,1.017
2,2768,3.003
3,2768,1.103
3,5707,1.048
2,3802,1.037
3,3802,1.266
2,1735,5.586
3,1735,4.517
2,853,2.845
3,853,1.466
1,161,1.016
2,161,4.74
3,161,3.429
2,3472,1.464
3,3472,1.195
2,3028,2.069
3,3028,1.778
2,3201,2.173
3,3201,1.087
1,586,1.021
2,586,5.183
3,586,5.094
2,2298,1.114
2,4959,2.234
3,4959,1.571
2,2250,1.36
3,2250,1.124
2,1702,1.612
3,1702,1.073
2,4589,2.43
3,4589,1.314
2,2245,5.104
3,2245,2.623
2,5540,2.457
3,5540,1.666
2,3707,2.504
3,3707,1.576
2,4117,1.038
3,4117,1.107
2,2507,2.267
3,2507,1.03
1,559,1.007
2,559,3.871
3,559,2.608
2,3346,1.14
3,3346,1.014
2,2790,2.994
3,2790,1.056
2,4625,2.345
3,4625,1.362
2,1454,1.106
3,1454,1.248
2,4271,3.062
2,1154,4.82
3,1154,4.426
2,3526,1.125
3,3526,1.098
2,3879,2.39
3,3879,1.076
3,5967,1.052
2,4175,4.57
3,4175,4.039
2,4102,1.958
2,3962,3.762
3,3962,4.717
2,5366,2.694
3,5366,1.375
1,21,1.023
2,21,34.958
3,21,30.842
3,5600,1.126
2,5298,2.804
3,5298,1.183
3,6373,1.001
2,5153,2.179
3,5153,1.298
2,3918,1.066
3,3918,1.109
2,3097,1.014
3,3097,1.059
2,1191,3.211
3,1191,1.805
2,4292,1.302
3,4292,1.634
2,5094,3.434
3,5094,2.865
2,2289,1.186
3,2289,1.844
2,3213,1.103
3,3213,1.074
2,2645,1.478
3,2645,1.359
2,4154,1.225
2,1672,4.65
3,1672,2.474
2,4401,1.304
3,4401,1.337
2,1566,5.28
3,1566,4.0
2,1364,1.367
3,1364,1.064
2,2809,2.254
3,2809,1.53
2,1076,5.421
3,1076,3.161
2,1448,2.836
3,1448,1.169
2,1816,1.467
3,1816,1.08
2,4062,2.36
2,1279,3.574
3,1279,1.701
2,4114,1.227
3,4114,1.519
1,107,1.026
2,107,5.707
3,107,5.053
2,2427,2.482
3,2427,1.048
1,65,1.016
2,65,2.636
3,65,1.904
3,5636,1.046
2,2705,1.041
3,2705,1.08
2,1045,3.304
3,1045,1.792
2,3614,1.111
3,3614,1.408
3,6183,1.123
1,377,1.03
3,377,1.068
2,778,7.659
3,778,5.874
2,727,8.771
3,727,6.937
2,1400,2.17
3,1400,1.269
2,3636,2.693
3,3636,1.99
3,5754,1.672
1,334,1.022
2,334,1.047
3,334,1.076
2,3786,1.591
3,3786,2.992
2,1713,1.959
3,1713,2.431
3,5741,1.014
2,3744,1.052
3,3744,1.012
2,5370,1.886
3,5370,1.095
3,6036,1.208
1,234,1.012
2,234,2.343
2,1660,1.989
3,1660,1.063
2,1890,1.159
3,1890,1.106
2,2394,4.084
3,2394,3.396
1,641,1.021
2,641,3.24
3,641,1.699
1,662,1.014
2,662,2.179
3,662,1.432
2,2796,2.364
2,4151,1.028
3,4151,1.276
2,2537,2.439
3,2537,1.109
2,4953,2.148
3,4953,1.052
2,1540,1.763
3,1540,1.464
2,3113,2.454
3,3113,1.078
3,6199,1.018
3,5749,1.77
2,2168,1.995
3,2168,1.385
2,4000,1.016
2,4863,1.033
3,4863,1.019
2,1145,2.411
2,1884,3.564
3,1884,1.365
2,4489,2.76
3,4489,1.242
2,2193,5.863
3,2193,3.839
2,1119,4.487
3,1119,1.957
2,5240,3.295
2,3587,1.028
3,5658,1.893
2,1111,3.542
3,1111,1.889
2,3035,1.417
3,3035,1.015
2,5311,2.106
3,5311,1.029
2,693,6.567
3,693,6.3
2,1325,2.862
3,1325,1.169
2,2377,2.265
3,2377,1.348
2,3229,1.848
3,3229,1.172
2,2231,3.152
3,2231,1.08
1,504,1.013
2,504,1.537
3,504,1.514
2,1063,2.217
3,1063,1.574
2,3594,2.831
3,3594,3.573
2,2504,1.016
2,5469,2.277
3,5469,2.237
2,5293,2.046
3,5293,1.216
2,2539,2.581
3,2539,1.458
3,6356,1.027
2,1808,1.737
3,1808,2.07
2,2437,1.944
3,2437,1.345
2,1133,4.017
3,1133,1.921
2,1891,1.231
3,1891,1.15
2,3065,1.873
1,452,1.018
2,452,7.231
3,452,7.825
2,2562,4.891
3,2562,5.364
2,3021,1.007
3,3021,1.014
1,440,1.016
2,440,1.012
3,440,1.017
2,4523,1.071
3,4523,1.221
2,2063,2.335
3,2063,1.08
2,3353,2.591
3,3353,1.372
2,1126,4.825
3,1126,3.735
1,314,1.001
2,314,2.845
3,314,1.094
2,5169,1.059
3,5169,1.241
3,6224,1.046
2,4279,2.083
3,4279,1.015
2,2845,2.54
3,2845,1.089
3,6288,1.161
2,2917,1.459
3,2917,1.782
2,2349,4.844
3,2349,1.481
2,5105,1.058
3,5105,1.039
1,126,1.107
2,126,14.285
3,126,21.875
2,4499,1.011
3,4499,1.096
2,1346,1.111
3,1346,1.242
2,2687,1.947
3,2687,1.033
3,6266,1.108
3,5838,1.047
2,5494,2.164
3,5494,1.913
3,6393,1.031
2,3390,1.872
1,280,1.001
2,280,5.412
3,280,2.948
3,5931,1.01
1,152,1.146
2,152,1.141
3,152,1.954
2,5456,1.058
3,5456,1.128
2,5034,2.232
3,5034,1.224
2,3912,2.309
2,3545,1.016
3,3545,1.109
2,2332,1.18
3,2332,1.215
2,3510,2.485
3,3510,1.017
3,5694,1.41
3,5733,1.154
2,4809,2.192
3,4809,1.083
2,5355,2.131
3,5355,1.077
2,2945,2.159
2,1738,3.051
3,1738,1.625
2,3434,1.094
2,4373,2.648
3,4373,1.97
2,3455,6.145
3,3455,4.514
3,6316,1.008
3,6004,1.033
3,6370,1.016
2,2662,1.495
3,2662,1.066
1,624,1.016
2,624,1.151
3,624,1.064
2,5125,1.857
2,3239,1.062
3,3239,1.19
2,4200,1.306
3,4200,1.013
2,4376,1.038
3,4376,1.048
2,4916,1.158
3,4916,1.799
3,6221,1.069
2,4153,1.694
2,2424,2.031
3,2424,1.114
2,3219,1.297
2,3789,2.084
3,3789,1.273
2,1977,1.153
3,1977,1.085
2,3603,1.077
3,3603,1.022
2,1300,3.276
3,1300,2.163
2,3336,2.296
3,3336,1.303
2,4576,1.092
3,4576,1.1
2,5528,1.589
3,5528,1.208
2,2930,2.7
3,2930,1.288
2,4983,3.372
3,4983,2.972
2,2097,2.644
2,1705,1.17
3,1705,1.463
3,6376,1.029
2,3681,2.685
3,3681,1.411
1,448,1.02
2,448,2.004
3,448,1.259
2,3424,1.031
3,3424,1.05
3,5891,1.014
2,4133,1.032
3,4133,1.034
2,4115,1.025
3,4115,1.035
2,2412,3.838
3,2412,2.909
2,5371,2.568
3,5371,1.132
2,2673,3.215
3,2673,2.405
2,5324,1.103
1,567,1.011
2,567,1.678
3,567,1.872
2,1938,3.557
3,1938,1.48
3,5770,2.039
2,4728,1.968
3,4728,1.106
2,4992,2.126
3,4992,1.063
3,6380,1.027
2,1676,9.296
3,1676,17.742
2,3328,1.011
3,3328,1.018
3,5704,1.154
3,5815,1.06
2,3585,2.681
3,3585,3.005
1,183,1.301
3,183,1.018
2,2825,4.423
3,2825,7.012
2,2987,2.736
3,2987,1.147
2,3483,4.203
3,3483,1.18
2,2591,3.879
3,2591,2.194
2,1114,2.915
3,1114,1.526
2,865,2.056
3,865,1.161
2,2757,3.712
3,2757,4.346
3,5663,1.385
2,4965,2.438
3,4965,1.068
2,696,4.243
3,696,2.044
3,6381,1.111
2,1121,2.302
3,1121,1.463
2,1326,2.115
2,3093,2.617
3,3093,1.258
2,5107,1.151
3,5107,1.043
2,3837,1.028
3,3837,1.109
3,5907,1.609
2,3829,1.058
3,3829,1.078
2,2870,2.908
3,2870,2.108
2,2338,1.073
3,2338,1.267
3,5872,1.336
2,1611,2.464
3,1611,2.02
